Mesh size: 25 x 10
Time step: 0.100000
Initial data: T = y
Solution before
  0   0        -0.05 
  0   1     0.374985 
  0   2     0.868106 
  0   3      1.13594 
  0   4      1.28735 
  0   5      1.39491 
  0   6      1.49491 
  0   7      1.58735 
  0   8      1.63594 
  0   9      1.56811 
  0  10      1.27499 
  0  11         1.05 

  1   0        -0.05 
  1   1         0.05 
  1   2         0.15 
  1   3         0.25 
  1   4         0.35 
  1   5         0.45 
  1   6         0.55 
  1   7         0.65 
  1   8         0.75 
  1   9         0.85 
  1  10         0.95 
  1  11         1.05 

  2   0        -0.05 
  2   1         0.05 
  2   2         0.15 
  2   3         0.25 
  2   4         0.35 
  2   5         0.45 
  2   6         0.55 
  2   7         0.65 
  2   8         0.75 
  2   9         0.85 
  2  10         0.95 
  2  11         1.05 

  3   0        -0.05 
  3   1         0.05 
  3   2         0.15 
  3   3         0.25 
  3   4         0.35 
  3   5         0.45 
  3   6         0.55 
  3   7         0.65 
  3   8         0.75 
  3   9         0.85 
  3  10         0.95 
  3  11         1.05 

  4   0        -0.05 
  4   1         0.05 
  4   2         0.15 
  4   3         0.25 
  4   4         0.35 
  4   5         0.45 
  4   6         0.55 
  4   7         0.65 
  4   8         0.75 
  4   9         0.85 
  4  10         0.95 
  4  11         1.05 

  5   0        -0.05 
  5   1         0.05 
  5   2         0.15 
  5   3         0.25 
  5   4         0.35 
  5   5         0.45 
  5   6         0.55 
  5   7         0.65 
  5   8         0.75 
  5   9         0.85 
  5  10         0.95 
  5  11         1.05 

  6   0        -0.05 
  6   1         0.05 
  6   2         0.15 
  6   3         0.25 
  6   4         0.35 
  6   5         0.45 
  6   6         0.55 
  6   7         0.65 
  6   8         0.75 
  6   9         0.85 
  6  10         0.95 
  6  11         1.05 

  7   0        -0.05 
  7   1         0.05 
  7   2         0.15 
  7   3         0.25 
  7   4         0.35 
  7   5         0.45 
  7   6         0.55 
  7   7         0.65 
  7   8         0.75 
  7   9         0.85 
  7  10         0.95 
  7  11         1.05 

  8   0        -0.05 
  8   1         0.05 
  8   2         0.15 
  8   3         0.25 
  8   4         0.35 
  8   5         0.45 
  8   6         0.55 
  8   7         0.65 
  8   8         0.75 
  8   9         0.85 
  8  10         0.95 
  8  11         1.05 

  9   0        -0.05 
  9   1         0.05 
  9   2         0.15 
  9   3         0.25 
  9   4         0.35 
  9   5         0.45 
  9   6         0.55 
  9   7         0.65 
  9   8         0.75 
  9   9         0.85 
  9  10         0.95 
  9  11         1.05 

 10   0        -0.05 
 10   1         0.05 
 10   2         0.15 
 10   3         0.25 
 10   4         0.35 
 10   5         0.45 
 10   6         0.55 
 10   7         0.65 
 10   8         0.75 
 10   9         0.85 
 10  10         0.95 
 10  11         1.05 

 11   0        -0.05 
 11   1         0.05 
 11   2         0.15 
 11   3         0.25 
 11   4         0.35 
 11   5         0.45 
 11   6         0.55 
 11   7         0.65 
 11   8         0.75 
 11   9         0.85 
 11  10         0.95 
 11  11         1.05 

 12   0        -0.05 
 12   1         0.05 
 12   2         0.15 
 12   3         0.25 
 12   4         0.35 
 12   5         0.45 
 12   6         0.55 
 12   7         0.65 
 12   8         0.75 
 12   9         0.85 
 12  10         0.95 
 12  11         1.05 

 13   0        -0.05 
 13   1         0.05 
 13   2         0.15 
 13   3         0.25 
 13   4         0.35 
 13   5         0.45 
 13   6         0.55 
 13   7         0.65 
 13   8         0.75 
 13   9         0.85 
 13  10         0.95 
 13  11         1.05 

 14   0        -0.05 
 14   1         0.05 
 14   2         0.15 
 14   3         0.25 
 14   4         0.35 
 14   5         0.45 
 14   6         0.55 
 14   7         0.65 
 14   8         0.75 
 14   9         0.85 
 14  10         0.95 
 14  11         1.05 

 15   0        -0.05 
 15   1         0.05 
 15   2         0.15 
 15   3         0.25 
 15   4         0.35 
 15   5         0.45 
 15   6         0.55 
 15   7         0.65 
 15   8         0.75 
 15   9         0.85 
 15  10         0.95 
 15  11         1.05 

 16   0        -0.05 
 16   1         0.05 
 16   2         0.15 
